ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
5940,UNISP - ARIQUEMES,"POLÍCIA CIVIL - NI: NÚCLEO
DE INTELIGÊNCIA",CAUTELA VALENTIM,14856,51450,SEU85724,PISTOLA,1.2.3.1.1.09.00,"PISTOLA TAURUS PT 100 .40 SEMI-AUTOMÁTICA S&W C/ 03
CARREGADORES DE 13 TIROS CADA EM AÇÃO SIMPLES E
DUPLA COM TRAVA MANUAL EXTERNA
Dt. aquisição: 31/10/2011",BOM,"R$                              3 .062,28"
5941,UNISP - ARIQUEMES,"POLÍCIA CIVIL - NI: NÚCLEO
DE INTELIGÊNCIA",CAUTELA RENATO,6880,100293,SVA45939,PISTOLA,1.2.3.1.1.09.00,"PISTOLA TAURUS PT 100 .40 SEMI-AUTOMÁTICA S&W C/ 03
CARREGADORES DE 13 TIROS CADA EM AÇÃO SIMPLES E
DUPLA COM TRAVA MANUAL EXTERNA
Dt. aquisição: 21/10/2005",BOM,"R$                              1 .711,28"
5942,,,,,,,,,,,
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
5943,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC CELSO
DOUGLAS ORBEM",54402,214851,SGZ58124,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 840 .40,EXCELENTE,"R$                              2 .480,50"
5944,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA EPC SUZIANE DA
SILVA LACERDA GEMAQUE",,214568,SGO39528,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 640 .40,EXCELENTE,"R$                              2 .497,46"
5945,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA EPC DIOGENES
ALEXANDRE DA SILVA",3474,214869,SUC33860,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 940 .40,EXCELENTE,"R$                              2 .588,10"
5946,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC DANIEL
MENDONÇA GOMES",54361,214920,SGZ58082,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 640 .40,EXCELENTE,"R$                              2 .497,46"
5947,DELEGACIA DE BURITIS,POLÍCIA CIVIL: SEVIC,SEVIC,,214934,FDS13696,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 640 .40,BOM,"R$                              2 .152,98"
5948,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA EPC DANIEL ALMEIDA
DO N. CORREIA",6857,214543,SUC29976,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 940 .40,EXCELENTE,"R$                              2 .588,10"
5949,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA DPC LUCAS TORRES
RIBEIRO",35027,214864,SDY99152,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 100 .40,EXCELENTE,"R$                              2 .611,95"
5950,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC ELOISE MACIEL
CASSITA FARINA",54306,214865,SGZ57905,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 840 .40,EXCELENTE,"R$                              2 .480,50"
5951,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC ANDREIA
BARBOSA DE SOUZA",,214927,SCO39465,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 640 .40,EXCELENTE,"R$                              2 .497,46"
5952,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC JAIR MARCIANO
DE PAULA JÚNIOR",54405,215085,,PISTOLA,1.2.3.1.1.09.00,PISTOLA TAURUS PT 840 .40,BOM,"R$                              2 .024,24"
5953,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA DAT FLÁVIO BISPO
DE SOUZA",54287,214451,SGZ57886,PISTOLA,1.2.3.1.1.09.00,"PISTOLA TAURUS PT 840 .40
Dt. aquisição: 18/09/2015",BOM,"R$                              3 .238,78"
5954,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA EPC LUANA
GABRIELA O.",25827,214101,SGO39335,PISTOLA,1.2.3.1.1.09.00,"PISTOLA TAURUS PT 640 PRO .40
Dt. aquisição: 01/10/2014",EXCELENTE,"R$                              3 .660,07"
5955,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC REGINALDO
TEXEIRAA DE SOUZA",15040,215024,SEY91873,PISTOLA,1.2.3.1.1.09.00,"PISTOLA TAURUS PT 840 .40
CALIBRE .40,FAB.NACIONAL,11 TIROS,3
CARREGADORES,CARB.TENOX",EXCELENTE,"R$                              2 .348,11"
5956,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: ARMAMENTO
CAUTELADO","CAUTELA APC LUIS PAULO
BARROSO DO CARMO",54308,215054,SGZ57907,PISTOLA,1.2.3.1.1.09.00,"PISTOLA TAURUS PT 840 CAL. 40 C/ 03 CARREGADORES CAP. 15
TIROS CADA
Dt. aquisição: 18/09/2015
Convenio: DOACAO - SENASP",BOM,"R$                              3 .238,78"
5957,DELEGACIA REGIONAL - CACOAL,SEVIC - SALA 02,COFRE,13305,448225,WF06219,PISTOLA,1.2.3.1.1.09.00,"CARABINA TAURUS CT 40 SEMI-AUTOMÁTICA C/ 02
CARREGADORES NA COR CARBONO PRETO
Dt. aquisição: 29/08/2006
Convênio: CONVÊNIO 025/2005-SENASP/MJ",BOM,"R$                              2 .420,00"
5958,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",RECEPÇÃO,,41175,591791,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .387,00"
5959,DEI- DRACO - PORTO VELHO,DELEGADO TITULAR,,51754,700167,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM MOD. 7.0564-6 EM COURO FIXA TIPO
INTERLOCUTOR,COR PRETA
Dt. aquisição: 21/10/2014
Convenio: FUNRESPOL/PC",BOM,"R$                                705,00"
5960,DEI- DRACO - PORTO VELHO,DELEGADO TITULAR,,51756,700198,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM MOD. 7.0564-6 EM COURO FIXA TIPO
INTERLOCUTOR,COR PRETA
Dt. aquisição: 21/10/2014
Convenio: FUNRESPOL/PC",BOM,"R$                                705,00"
5961,"DELEGACIA DE CRIMES CONTRA O
PATRIMÔNIO - PORTO VELHO",NÚCLEO DE INTELIGÊNCIA,,17234,585586,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA FLEXFORM EM TECIDO NA COR AZUL
ESPALDAR BAIXO
Dt. aquisição: 31/01/2009
Convênio: SESDEC",REGULAR,"R$                                119,00"
5962,JARU - DELEGACIA REGIONAL,CARTÓRIO E SEVIC,,12983,427995,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA P/ CHEFIA MOD.7101 MARCA FLORENSE
Dt. aquisição: 01/10/1990
Convenio: CONVENIO 003/2010 - SENASP/MJ",BOM,"R$                                 130,00"
5963,JARU - DELEGACIA REGIONAL,DEPÓSITO REGIONAL,,17233,428790,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM GIRATÓRIA EM TECIDO NA COR AZUL
ESPALDAR BAIXO
Dt. aquisição: 31/01/2009
Convenio: FUNRESPOL PC",BOM,"R$                                 182,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
5964,JARU - DELEGACIA REGIONAL,DELEGADO REGIONAL,,34791,432958,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FIXA FLEXFORM TIPO AUDITÓRIO NA COR AZUL
Dt. aquisição: 01/12/2010
Convênio: CONVÊNIO 470/2008-SENASP/MJ",BOM,"R$                                290,00"
5965,"SÃO MIGUEL - DELEGACIA DE
POLÍCIA CIVIL",DELEGADO TITULAR,,41146,481920,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR FLEXFORM ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .295,00"
5966,"SÃO MIGUEL - DELEGACIA DE
POLÍCIA CIVIL",DELEGADO TITULAR,,41144,481895,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR FLEXFORM ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .295,00"
5967,"SÃO MIGUEL - DELEGACIA DE
POLÍCIA CIVIL",DELEGADO TITULAR,,41145,481898,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR FLEXFORM ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .295,00"
5968,DEI- DRACO - PORTO VELHO,COPA,,15917,696650,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXI BASE EM COURVIM CHEFIA NA COR AZUL
ESPALDAR MEDIO
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
5969,"PRESIDENTE MÉDICI - DELEGACIA
DE POLÍCIA CIVIL",SEVIC,,17239,511290,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA FLEXFORM EM TECIDO NA COR AZUL
ESPALDAR BAIXO GIRATÓRIA
Dt. aquisição:31/01/2009
Convenio: SESDEC",REGULAR,"R$                                  9 8,00"
5970,"PRESIDENTE MÉDICI - DELEGACIA
DE POLÍCIA CIVIL",CARTÓRIO,,17241,511307,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA FLEXFORM EM TECIDO NA COR AZUL
ESPALDAR BAIXO GIRATÓRIA
Dt. aquisição:31/01/2009
Convenio: SESDEC",BOM,"R$                                182,00"
5971,CACOAL - DEAM,SEVIC,,41176,545798,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDARA ALTO NA COR AZUL MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
5972,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",DELEGADO REGIONAL,,41138,551082,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM FIXA, PARA INTERLOCUTOR, COR AZUL.
Dt. aquisição: 19/03/2012.",BOM,"R$                                 745,50"
5973,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",DELEGADO REGIONAL,,41137,551071,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM FIXA, PARA INTERLOCUTOR, COR AZUL.
Dt. aquisição: 19/03/2012.",BOM,"R$                                745,50"
5974,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",DELEGADO REGIONAL,,41143,551089,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM FIXA, PARA INTERLOCUTOR, COR AZUL.
Dt. aquisição: 19/03/2012.",BOM,"R$                                745,50"
5975,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL","DELEGADO REGIONAL
TITULAR",,41181,570751,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO, COR AZUL FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .382,50"
5976,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",NÚCLEO DE INTELIGENCIA,,58086,570767,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA PRESIDENTE COM REGULAGENS, ENCOSTO TELADO
E APOIO DE CABEÇA. ALBERFLEX
Dt. aquisição: 28/12/2016",BOM,"R$                                 875,00"
5977,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",NÚCLEO DE INTELIGENCIA,,58090,570790,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA PRESIDENTE COM REGULAGENS, ENCOSTO TELADO
E APOIO DE CABEÇA. ALBERFLEX
Dt. aquisição: 28/12/2016",BOM,"R$                                875,00"
5978,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL","DELEGADO REGIONAL
TITULAR",,41192,570769,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR FIXA ALTO, COR AZUL FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .382,50"
5979,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL","DELEGADO REGIONAL
TITULAR",,41193,570771,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO, COR AZUL FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .382,50"
5980,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",NÚCLEO DE INTELIGENCIA,,58085,570776,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA PRESIDENTE COM REGULAGENS, ENCOSTO TELADO
E APOIO DE CABEÇA. ALBERFLEX
Dt. aquisição: 28/12/2016",BOM,"R$                                 875,00"
5981,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",NÚCLEO DE INTELIGENCIA,,58088,570788,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA PRESIDENTE COM REGULAGENS, ENCOSTO TELADO
E APOIO DE CABEÇA. ALBERFLEX
Dt. aquisição: 28/12/2016",BOM,"R$                                 875,00"
5982,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",IDENTIFICAÇÃO,,17202,582992,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM FIXA EM TECIDO NA COR
AZUL,ESPALDAR BAIXO.
Dt. aquisição: 31/01/2009.",BOM,"R$                                 156,00"
5983,"DELEGACIA DE CRIMES CONTRA O
PATRIMÔNIO - PORTO VELHO",SEVIC,,17245,585731,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA FLEXFORM EM TECIDO NA COR AZUL
ESPALDAR BAIXO
Dt. aquisição: 31/01/2009",BOM,"R$                                 221,00"
5984,"DELEGACIA DE CRIMES CONTRA O
PATRIMÔNIO - PORTO VELHO",CARTÓRIO,,17251,585735,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA FLEXFORM EM TECIDO NA COR AZUL
ESPALDAR BAIXO
Dt. aquisição: 31/01/2009",BOM,"R$                                 221,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
5985,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",CARTÓRIO 01,,41178,592830,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .295,00"
5986,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",RECEPÇÃO,,41180,591805,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .387,00"
5987,"DELEGACIA DE CRIMES CONTRA O
PATRIMÔNIO - PORTO VELHO",GABINETE I,,41163,615132,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO NA COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
5988,DELEGACIA GERAL - PC RO- PVH,SEVIC DECAME,,15909,600189,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIN ESPALDAR MÉDIO NA COR AZUL -
MARCA FLEXIBASE - MODELO CHEFIA
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                187,20"
5989,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",SEVIC,,40000,593200,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA P/CHEFIA FLEXFORM TIPO PRESIDENTE
ASSENTO/ENCOSTO TIPO MONOBLOCO ESPALDAR ALTO
Dt. aquisição: 19/03/2012",BOM,"R$                              2 .100,00"
5990,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",CONCILIAÇÃO,,15916,616766,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM ESPALDAR MÉDIO, NA COR AZUL -
MARCA FLEXIBASE - MODELO CHEFIA
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 260,00"
5991,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",COPA,,15883,613855,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO, EM COURVIM NA COR AZUL -
MARCA FLEXIBASE - MODELO PRESIDENTE
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",REGULAR,"R$                                 140,00"
5992,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,17218,583010,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM FIXA EM TECIDO NA COR
AZUL,ESPALDAR BAIXO.
Dt. aquisição: 31/01/2009.",BOM,"R$                                 156,00"
5993,"DELEGACIA DA MULHER - PORTO
VELHO",DELEGADA TITULAR,,29808,591485,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA MARCA LAYOUT, TIPO PRESIDENTE, GIRATÓRIA,
C/BRAÇOS EM T
Dt. aquisição: 14/10/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",BOM,"R$                                 174,00"
5994,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",CHEFE DE CARTÓRIO,,41177,592078,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .295,00"
5995,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",SEVIC,,41179,593350,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FLEXFORM ESPALDAR ALTO COR AZUL
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .295,00"
5996,DEAAI - PORTO VELHO,CARTÓRIO,,41164,635229,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
5997,DEAAI - PORTO VELHO,SEVIC,,41161,635189,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
5998,DEAAI - PORTO VELHO,CARTÓRIO,,41170,635268,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
5999,DEAAI - PORTO VELHO,DELEGADO ADJUNTO,,41171,635270,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6000,DEDT - DELEGACIA - PORTO VELHO,SEVIC,,15936,619594,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                208,00"
6001,DEAAI - PORTO VELHO,CARTÓRIO,,41166,635236,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6002,DEAAI - PORTO VELHO,SEVIC,,41168,635245,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6003,DEAAI - PORTO VELHO,CARTÓRIO,,41162,635220,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA COM ESPALDAR ALTO NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
6004,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",SEVIC,,15884,614450,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO, EM COURVIM NA COR AZUL -
MARCA FLEXIBASE - MODELO PRESIDENTE
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC
Obs.: TRANSF. CONF. MEMORANDO n 45460/2017/DGPC-",REGULAR,"R$                                140,00"
6005,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,15910,619631,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
6006,DEDT - DELEGACIA - PORTO VELHO,SEVIC,,15919,619622,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIM , MARCA FLEXIBASE, MODELO CHEFIA,
NA COR AZUL ESPALDAR MÉDIO
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 208,00"
6007,DEDT - DELEGACIA - PORTO VELHO,DELEGADO ADJUNTO,,41174,619627,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA MARCA FLEXFORM, NA COR AZUL ESPALDAR ALTO
Dt. aquisição: 19/03/2012
Convênio: FUNRESPOL PC",BOM,"R$                              1 .277,50"
6008,"CENTRAL DE POLÍCIA - PORTO
VELHO",COMISSARIADO,,15931,623540,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA EM COURVIN FLEXIBASE NA COR AZUL ESPALDAR
MÉDIO CHEFIA
Dt. aquisição: 01/09/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 221,00"
6009,"DELEGACIA DE FURTOS E ROUBOS -
PORTO VELHO",SEVIC,,29807,628168,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA LAYOUT LC-502 TIPO PRESIDENTE, GIRATÓRIA,
C/BRACOS EM T
Dt. aquisição: 14/10/2010
Convenio: CONVENIO 467/2008-SENASP/MJ",BOM,"R$                                130,00"
6010,DEAAI - PORTO VELHO,DELEGADO TITULAR,,41140,635169,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA FIXA PARA INTERLOCUTOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .067,50"
6011,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO 01,,41157,653625,,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,"POLTRONA ESPALDAR ALTO NA COR AZUL - MARCAFLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                              1 .277,50"
